"DAV","Dataset","Gene Symbol","Analysis Type","Assay Type","DAV Matrix","Output Image Object","Location","Script"
"Fred-Hutch","MSK sc-RNA-seq","GATA6","Differential Expression (pseudobulk)","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/differential_expression/genotype_DEGs/GATA6.tsv","GATA6_DE-dotplot.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/GATA6","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","GATA6","UMAP","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/metadata.csv","GATA6_umap.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/GATA6","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","GATA6het","Cell Type Proportion","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/cell_type_composition/ct_prop_all.csv","GATA6het_ct-prop.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/GATA6het","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","GATA6het","Differential Expression (pseudobulk)","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/differential_expression/genotype_DEGs/GATA6het.tsv","GATA6het_nDEG-updown.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/GATA6het","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","GATA6het","Differential Expression (pseudobulk)","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/differential_expression/genotype_DEGs/GATA6het.tsv","GATA6het_nDEG-total.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/GATA6het","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","GATA6het","Differential Expression (pseudobulk)","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/differential_expression/genotype_DEGs/GATA6het.tsv","GATA6het_DE-dotplot.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/GATA6het","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","GATA6het","UMAP","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/metadata.csv","GATA6het_umap.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/GATA6het","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","GLIS3","Cell Type Proportion","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/cell_type_composition/ct_prop_all.csv","GLIS3_ct-prop.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/GLIS3","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","GLIS3","Differential Expression (pseudobulk)","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/differential_expression/genotype_DEGs/GLIS3.tsv","GLIS3_nDEG-updown.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/GLIS3","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","GLIS3","Differential Expression (pseudobulk)","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/differential_expression/genotype_DEGs/GLIS3.tsv","GLIS3_nDEG-total.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/GLIS3","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","GLIS3","Differential Expression (pseudobulk)","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/differential_expression/genotype_DEGs/GLIS3.tsv","GLIS3_DE-dotplot.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/GLIS3","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","GLIS3","UMAP","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/metadata.csv","GLIS3_umap.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/GLIS3","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","GSC","Cell Type Proportion","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/cell_type_composition/ct_prop_all.csv","GSC_ct-prop.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/GSC","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","GSC","Differential Expression (pseudobulk)","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/differential_expression/genotype_DEGs/GSC.tsv","GSC_nDEG-updown.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/GSC","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","GSC","Differential Expression (pseudobulk)","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/differential_expression/genotype_DEGs/GSC.tsv","GSC_nDEG-total.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/GSC","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","GSC","Differential Expression (pseudobulk)","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/differential_expression/genotype_DEGs/GSC.tsv","GSC_DE-dotplot.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/GSC","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","GSC","UMAP","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/metadata.csv","GSC_umap.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/GSC","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","HHEX","Cell Type Proportion","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/cell_type_composition/ct_prop_all.csv","HHEX_ct-prop.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/HHEX","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","HHEX","Differential Expression (pseudobulk)","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/differential_expression/genotype_DEGs/HHEX.tsv","HHEX_nDEG-updown.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/HHEX","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","HHEX","Differential Expression (pseudobulk)","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/differential_expression/genotype_DEGs/HHEX.tsv","HHEX_nDEG-total.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/HHEX","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","HHEX","Differential Expression (pseudobulk)","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/differential_expression/genotype_DEGs/HHEX.tsv","HHEX_DE-dotplot.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/HHEX","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","HHEX","UMAP","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/metadata.csv","HHEX_umap.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/HHEX","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","HHEXe","Cell Type Proportion","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/cell_type_composition/ct_prop_all.csv","HHEXe_ct-prop.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/HHEXe","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","HHEXe","Differential Expression (pseudobulk)","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/differential_expression/genotype_DEGs/HHEXe.tsv","HHEXe_nDEG-updown.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/HHEXe","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","HHEXe","Differential Expression (pseudobulk)","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/differential_expression/genotype_DEGs/HHEXe.tsv","HHEXe_nDEG-total.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/HHEXe","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","HHEXe","Differential Expression (pseudobulk)","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/differential_expression/genotype_DEGs/HHEXe.tsv","HHEXe_DE-dotplot.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/HHEXe","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","HHEXe","UMAP","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/metadata.csv","HHEXe_umap.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/HHEXe","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","HHEXhet","Cell Type Proportion","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/cell_type_composition/ct_prop_all.csv","HHEXhet_ct-prop.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/HHEXhet","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","HHEXhet","UMAP","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/metadata.csv","HHEXhet_umap.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/HHEXhet","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","HNF4A","Cell Type Proportion","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/cell_type_composition/ct_prop_all.csv","HNF4A_ct-prop.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/HNF4A","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","HNF4A","UMAP","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/metadata.csv","HNF4A_umap.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/HNF4A","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","HNF4Ahet","Cell Type Proportion","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/cell_type_composition/ct_prop_all.csv","HNF4Ahet_ct-prop.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/HNF4Ahet","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","HNF4Ahet","UMAP","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/metadata.csv","HNF4Ahet_umap.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/HNF4Ahet","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","KDM2B","Cell Type Proportion","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/cell_type_composition/ct_prop_all.csv","KDM2B_ct-prop.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/KDM2B","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","KDM2B","UMAP","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/metadata.csv","KDM2B_umap.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/KDM2B","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","MNX1","Cell Type Proportion","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/cell_type_composition/ct_prop_all.csv","MNX1_ct-prop.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/MNX1","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","MNX1","Differential Expression (pseudobulk)","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/differential_expression/genotype_DEGs/MNX1.tsv","MNX1_nDEG-updown.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/MNX1","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","MNX1","Differential Expression (pseudobulk)","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/differential_expression/genotype_DEGs/MNX1.tsv","MNX1_nDEG-total.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/MNX1","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","MNX1","Differential Expression (pseudobulk)","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/differential_expression/genotype_DEGs/MNX1.tsv","MNX1_DE-dotplot.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/MNX1","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","MNX1","UMAP","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/metadata.csv","MNX1_umap.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/MNX1","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","NANOGehet","Cell Type Proportion","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/cell_type_composition/ct_prop_all.csv","NANOGehet_ct-prop.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/NANOGehet","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","NANOGehet","Differential Expression (pseudobulk)","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/differential_expression/genotype_DEGs/NANOGehet.tsv","NANOGehet_nDEG-updown.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/NANOGehet","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","NANOGehet","Differential Expression (pseudobulk)","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/differential_expression/genotype_DEGs/NANOGehet.tsv","NANOGehet_nDEG-total.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/NANOGehet","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","NANOGehet","Differential Expression (pseudobulk)","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/differential_expression/genotype_DEGs/NANOGehet.tsv","NANOGehet_DE-dotplot.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/NANOGehet","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","NANOGehet","UMAP","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/metadata.csv","NANOGehet_umap.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/NANOGehet","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","NEUROD1","Cell Type Proportion","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/cell_type_composition/ct_prop_all.csv","NEUROD1_ct-prop.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/NEUROD1","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","NEUROD1","Differential Expression (pseudobulk)","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/differential_expression/genotype_DEGs/NEUROD1.tsv","NEUROD1_nDEG-updown.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/NEUROD1","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","NEUROD1","Differential Expression (pseudobulk)","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/differential_expression/genotype_DEGs/NEUROD1.tsv","NEUROD1_nDEG-total.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/NEUROD1","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","NEUROD1","Differential Expression (pseudobulk)","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/differential_expression/genotype_DEGs/NEUROD1.tsv","NEUROD1_DE-dotplot.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/NEUROD1","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","NEUROD1","UMAP","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/metadata.csv","NEUROD1_umap.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/NEUROD1","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","NGN3","Cell Type Proportion","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/cell_type_composition/ct_prop_all.csv","NGN3_ct-prop.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/NGN3","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","NGN3","UMAP","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/metadata.csv","NGN3_umap.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/NGN3","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","NKX2-2","Cell Type Proportion","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/cell_type_composition/ct_prop_all.csv","NKX2-2_ct-prop.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/NKX2-2","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","NKX2-2","Differential Expression (pseudobulk)","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/differential_expression/genotype_DEGs/NKX2-2.tsv","NKX2-2_nDEG-updown.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/NKX2-2","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","NKX2-2","Differential Expression (pseudobulk)","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/differential_expression/genotype_DEGs/NKX2-2.tsv","NKX2-2_nDEG-total.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/NKX2-2","4_genotype-plots.Rmd"
"Fred-Hutch","MSK sc-RNA-seq","NKX2-2","Differential Expression (pseudobulk)","sc-RNA-seq","MorPhiC_MSK_KO_effect/outs/differential_expression/genotype_DEGs/NKX2-2.tsv","NKX2-2_DE-dotplot.png","MorPhiC_MSK_KO_effect/outs/genotype_plots/NKX2-2","4_genotype-plots.Rmd"
