time_point	celltype	feature.4	n_cells
D11	Endothelial	76_TLE3	1
D11	Endothelial	77_ONECUT1e	3
D11	Endothelial	81_GATA6het	2
D11	Endothelial	82_GATA6	54
D11	Endothelial	83_GATA6	53
D11	Endothelial	84_GATA4het	2
D11	Endothelial	85_GATA4het	1
D11	Endothelial	86_GATA4	1
D11	Endothelial	95_NKX2-2	1
D11	Liver	103_MNX1	5
D11	Liver	107_TET1/2/3	1
D11	Liver	108_MNX1	3
D11	Liver	110_WT	4
D11	Liver	111_WT	3
D11	Liver	112_PDX1	1
D11	Liver	115_PDX1	9
D11	Liver	117_QSER1TET1	1
D11	Liver	118_QSER1TET1	3
D11	Liver	119_QSER1	4
D11	Liver	120_QSER1	2
D11	Liver	121_PROSER1	4
D11	Liver	122_TET1	3
D11	Liver	123_NANOGehet	3
D11	Liver	124_NANOGehet	1
D11	Liver	125_HHEXe	1
D11	Liver	127_HHEXe	1
D11	Liver	12_PAX6	2
D11	Liver	12_PAX6-alt1	6
D11	Liver	130_WT111	33
D11	Liver	151_WT4	23
D11	Liver	152_HNF4Ahet	2
D11	Liver	153_HNF4A	1
D11	Liver	15_NKX2-2	14
D11	Liver	17_ARX	7
D11	Liver	24_GATA6het	3
D11	Liver	30_FOXA2	36
D11	Liver	31_FOXA2	28
D11	Liver	33_FOXA1	8
D11	Liver	43_HHEX	1
D11	Liver	45_HHEX	1
D11	Liver	47_WT	10
D11	Liver	51_FOXA1	2
D11	Liver	56_FOXA1	2
D11	Liver	59_TADA2B	13
D11	Liver	5_PDX1	3
D11	Liver	63_BCOR	8
D11	Liver	64_KDM2B	2
D11	Liver	65_OTUD5	1
D11	Liver	66_OTUD5	4
D11	Liver	67_FOXA2	3
D11	Liver	68_FOXA2	2
D11	Liver	70_NGN3-alt1	1
D11	Liver	73_BMPR1A	1
D11	Liver	75_TLE3	5
D11	Liver	76_TLE3	5
D11	Liver	77_ONECUT1e	2
D11	Liver	78_ONECUT1e	2
D11	Liver	80_GATA6het	2
D11	Liver	84_GATA4het	1
D11	Liver	85_GATA4het	4
D11	Liver	86_GATA4	5
D11	Liver	87_GATA4	2
D11	Liver	88_NKX2-2	1
D11	Liver	92_NEUROD1	2
D11	Liver	93_NEUROD1	4
D11	Liver	94_PAX6	4
D11	Liver	95_NKX2-2	2
D11	Liver	96_PBX1	2
D11	Liver	98_RFX6	1
D11	Liver	99_RFX6	2
D18	ESC	108_MNX1	3
D18	ESC	109_TET1/2/3	1
D18	ESC	110_WT	3
D18	ESC	112_PDX1	1
D18	ESC	115_PDX1	5
D18	ESC	121_PROSER1	2
D18	ESC	122_TET1	1
D18	ESC	123_NANOGehet	1
D18	ESC	131_WT111	10
D18	ESC	144_WT4	23
D18	ESC	153_HNF4A	1
D18	ESC	30_FOXA2	1
D18	ESC	47_WT	1
D18	ESC	5_PDX1	2
D18	ESC	69_NGN3	1
D18	ESC	70_NGN3	1
D18	ESC	70_NGN3-alt1	2
D18	ESC	73_BMPR1A	1
D18	ESC	82_GATA6	1
D18	ESC	84_GATA4het	1
D18	DE	108_MNX1	9
D18	DE	109_TET1/2/3	1
D18	DE	110_WT	4
D18	DE	115_PDX1	6
D18	DE	118_QSER1TET1	1
D18	DE	119_QSER1	3
D18	DE	121_PROSER1	14
D18	DE	131_WT111	8
D18	DE	144_WT4	29
D18	DE	153_HNF4A	1
D18	DE	15_NKX2-2	1
D18	DE	37_RFX6	1
D18	DE	39_GLIS3	1
D18	DE	47_WT	1
D18	DE	51_FOXA1	1
D18	DE	5_PDX1	2
D18	DE	63_BCOR	4
D18	DE	65_OTUD5	1
D18	DE	69_NGN3	2
D18	DE	73_BMPR1A	1
D18	DE	75_TLE3	1
D18	DE	76_TLE3	3
D18	DE	83_GATA6	1
D18	DE	86_GATA4	1
D18	DE	88_NKX2-2	1
D18	DE	98_RFX6	2
D18	PFG	103_MNX1	1
D18	PFG	107_TET1/2/3	1
D18	PFG	108_MNX1	2
D18	PFG	110_WT	4
D18	PFG	111_WT	1
D18	PFG	115_PDX1	23
D18	PFG	121_PROSER1	1
D18	PFG	131_WT111	4
D18	PFG	144_WT4	6
D18	PFG	152_HNF4Ahet	1
D18	PFG	153_HNF4A	2
D18	PFG	15_NKX2-2	1
D18	PFG	33_FOXA1	1
D18	PFG	37_RFX6	1
D18	PFG	56_FOXA1	1
D18	PFG	59_TADA2B	1
D18	PFG	5_PDX1	10
D18	PFG	69_NGN3	3
D18	PFG	70_NGN3	1
D18	PFG	70_NGN3-alt1	1
D18	PFG	75_TLE3	2
D18	PFG	76_TLE3	1
D18	PFG	79_ONECUT1e	1
D18	PFG	88_NKX2-2	1
D18	PFG	93_NEUROD1	1
D18	PFG	96_PBX1	1
D18	PFG	98_RFX6	2
D18	PGT	144_WT4	1
D18	PP	103_MNX1	2
D18	PP	107_TET1/2/3	3
D18	PP	108_MNX1	14
D18	PP	110_WT	8
D18	PP	111_WT	1
D18	PP	112_PDX1	4
D18	PP	115_PDX1	43
D18	PP	119_QSER1	4
D18	PP	120_QSER1	9
D18	PP	121_PROSER1	64
D18	PP	122_TET1	1
D18	PP	123_NANOGehet	1
D18	PP	127_HHEXe	1
D18	PP	12_PAX6	1
D18	PP	12_PAX6-alt1	1
D18	PP	131_WT111	34
D18	PP	144_WT4	160
D18	PP	153_HNF4A	2
D18	PP	15_NKX2-2	6
D18	PP	17_ARX	12
D18	PP	27_GATA4	1
D18	PP	37_RFX6	2
D18	PP	47_WT	16
D18	PP	51_FOXA1	6
D18	PP	56_FOXA1	2
D18	PP	59_TADA2B	2
D18	PP	5_PDX1	33
D18	PP	63_BCOR	18
D18	PP	65_OTUD5	4
D18	PP	66_OTUD5	1
D18	PP	69_NGN3	5
D18	PP	70_NGN3	2
D18	PP	70_NGN3-alt1	6
D18	PP	72_GSC	1
D18	PP	75_TLE3	2
D18	PP	76_TLE3	1
D18	PP	77_ONECUT1e	2
D18	PP	81_GATA6het	1
D18	PP	88_NKX2-2	2
D18	PP	92_NEUROD1	2
D18	PP	93_NEUROD1	7
D18	PP	94_PAX6	2
D18	PP	95_NKX2-2	3
D18	PP	96_PBX1	8
D18	PP	97_PBX1	9
D18	PP	98_RFX6	1
D18	PP	99_RFX6	2
D18	EnP	102_MNX1	41
D18	EnP	103_MNX1	200
D18	EnP	107_TET1/2/3	7
D18	EnP	108_MNX1	231
D18	EnP	109_TET1/2/3	2
D18	EnP	110_WT	95
D18	EnP	111_WT	71
D18	EnP	112_PDX1	57
D18	EnP	114_PDX1het	2
D18	EnP	115_PDX1	157
D18	EnP	117_QSER1TET1	3
D18	EnP	118_QSER1TET1	12
D18	EnP	119_QSER1	4
D18	EnP	120_QSER1	12
D18	EnP	121_PROSER1	63
D18	EnP	122_TET1	15
D18	EnP	123_NANOGehet	10
D18	EnP	124_NANOGehet	10
D18	EnP	125_HHEXe	4
D18	EnP	127_HHEXe	3
D18	EnP	12_PAX6	205
D18	EnP	12_PAX6-alt1	73
D18	EnP	131_WT111	1388
D18	EnP	144_WT4	427
D18	EnP	152_HNF4Ahet	9
D18	EnP	153_HNF4A	15
D18	EnP	15_NKX2-2	55
D18	EnP	17_ARX	87
D18	EnP	24_GATA6het	2
D18	EnP	30_FOXA2	7
D18	EnP	31_FOXA2	6
D18	EnP	33_FOXA1	31
D18	EnP	37_RFX6	41
D18	EnP	39_GLIS3	8
D18	EnP	47_WT	203
D18	EnP	51_FOXA1	27
D18	EnP	56_FOXA1	5
D18	EnP	59_TADA2B	68
D18	EnP	5_PDX1	71
D18	EnP	63_BCOR	25
D18	EnP	65_OTUD5	25
D18	EnP	66_OTUD5	3
D18	EnP	69_NGN3	2
D18	EnP	70_NGN3-alt1	1
D18	EnP	71_GSC	7
D18	EnP	72_GSC	1
D18	EnP	73_BMPR1A	2
D18	EnP	74_BMPR1A	2
D18	EnP	75_TLE3	182
D18	EnP	76_TLE3	34
D18	EnP	77_ONECUT1e	12
D18	EnP	78_ONECUT1e	5
D18	EnP	79_ONECUT1e	18
D18	EnP	80_GATA6het	9
D18	EnP	81_GATA6het	16
D18	EnP	82_GATA6	1
D18	EnP	84_GATA4het	10
D18	EnP	85_GATA4het	14
D18	EnP	86_GATA4	2
D18	EnP	87_GATA4	5
D18	EnP	88_NKX2-2	28
D18	EnP	92_NEUROD1	30
D18	EnP	93_NEUROD1	36
D18	EnP	94_PAX6	38
D18	EnP	95_NKX2-2	17
D18	EnP	96_PBX1	18
D18	EnP	97_PBX1	17
D18	EnP	98_RFX6	27
D18	EnP	99_RFX6	14
D18	SC-EC	102_MNX1	28
D18	SC-EC	103_MNX1	133
D18	SC-EC	107_TET1/2/3	9
D18	SC-EC	108_MNX1	77
D18	SC-EC	110_WT	189
D18	SC-EC	111_WT	184
D18	SC-EC	112_PDX1	558
D18	SC-EC	114_PDX1het	4
D18	SC-EC	115_PDX1	573
D18	SC-EC	117_QSER1TET1	6
D18	SC-EC	118_QSER1TET1	14
D18	SC-EC	119_QSER1	8
D18	SC-EC	120_QSER1	36
D18	SC-EC	121_PROSER1	121
D18	SC-EC	122_TET1	50
D18	SC-EC	123_NANOGehet	22
D18	SC-EC	124_NANOGehet	14
D18	SC-EC	125_HHEXe	3
D18	SC-EC	127_HHEXe	6
D18	SC-EC	12_PAX6	282
D18	SC-EC	12_PAX6-alt1	103
D18	SC-EC	131_WT111	1074
D18	SC-EC	144_WT4	1766
D18	SC-EC	152_HNF4Ahet	26
D18	SC-EC	153_HNF4A	26
D18	SC-EC	15_NKX2-2	14
D18	SC-EC	17_ARX	70
D18	SC-EC	24_GATA6het	13
D18	SC-EC	30_FOXA2	9
D18	SC-EC	33_FOXA1	119
D18	SC-EC	37_RFX6	3
D18	SC-EC	38_GLIS3	1
D18	SC-EC	39_GLIS3	12
D18	SC-EC	47_WT	332
D18	SC-EC	51_FOXA1	76
D18	SC-EC	56_FOXA1	21
D18	SC-EC	57_OTUD5	1
D18	SC-EC	59_TADA2B	92
D18	SC-EC	5_PDX1	290
D18	SC-EC	63_BCOR	72
D18	SC-EC	65_OTUD5	73
D18	SC-EC	66_OTUD5	5
D18	SC-EC	70_NGN3	1
D18	SC-EC	71_GSC	17
D18	SC-EC	72_GSC	7
D18	SC-EC	74_BMPR1A	1
D18	SC-EC	75_TLE3	106
D18	SC-EC	76_TLE3	47
D18	SC-EC	77_ONECUT1e	6
D18	SC-EC	78_ONECUT1e	6
D18	SC-EC	79_ONECUT1e	31
D18	SC-EC	80_GATA6het	10
D18	SC-EC	81_GATA6het	28
D18	SC-EC	82_GATA6	1
D18	SC-EC	84_GATA4het	4
D18	SC-EC	85_GATA4het	5
D18	SC-EC	86_GATA4	2
D18	SC-EC	92_NEUROD1	25
D18	SC-EC	93_NEUROD1	25
D18	SC-EC	94_PAX6	53
D18	SC-EC	95_NKX2-2	4
D18	SC-EC	96_PBX1	79
D18	SC-EC	97_PBX1	69
D18	SC-EC	98_RFX6	21
D18	SC-EC	99_RFX6	30
D18	SC-alpha	102_MNX1	54
D18	SC-alpha	103_MNX1	179
D18	SC-alpha	107_TET1/2/3	59
D18	SC-alpha	108_MNX1	49
D18	SC-alpha	109_TET1/2/3	6
D18	SC-alpha	110_WT	187
D18	SC-alpha	111_WT	56
D18	SC-alpha	112_PDX1	120
D18	SC-alpha	115_PDX1	127
D18	SC-alpha	117_QSER1TET1	15
D18	SC-alpha	118_QSER1TET1	24
D18	SC-alpha	119_QSER1	11
D18	SC-alpha	120_QSER1	22
D18	SC-alpha	121_PROSER1	86
D18	SC-alpha	122_TET1	58
D18	SC-alpha	123_NANOGehet	26
D18	SC-alpha	124_NANOGehet	12
D18	SC-alpha	125_HHEXe	7
D18	SC-alpha	127_HHEXe	4
D18	SC-alpha	12_PAX6	25
D18	SC-alpha	12_PAX6-alt1	6
D18	SC-alpha	131_WT111	1177
D18	SC-alpha	144_WT4	213
D18	SC-alpha	152_HNF4Ahet	27
D18	SC-alpha	153_HNF4A	45
D18	SC-alpha	15_NKX2-2	93
D18	SC-alpha	17_ARX	3
D18	SC-alpha	24_GATA6het	10
D18	SC-alpha	30_FOXA2	12
D18	SC-alpha	31_FOXA2	7
D18	SC-alpha	33_FOXA1	94
D18	SC-alpha	46_HHEXhet	1
D18	SC-alpha	47_WT	385
D18	SC-alpha	51_FOXA1	84
D18	SC-alpha	56_FOXA1	29
D18	SC-alpha	57_OTUD5	1
D18	SC-alpha	58_OTUD5	1
D18	SC-alpha	59_TADA2B	172
D18	SC-alpha	5_PDX1	26
D18	SC-alpha	63_BCOR	85
D18	SC-alpha	65_OTUD5	48
D18	SC-alpha	66_OTUD5	17
D18	SC-alpha	70_NGN3	1
D18	SC-alpha	71_GSC	23
D18	SC-alpha	72_GSC	7
D18	SC-alpha	73_BMPR1A	1
D18	SC-alpha	74_BMPR1A	9
D18	SC-alpha	75_TLE3	428
D18	SC-alpha	76_TLE3	95
D18	SC-alpha	77_ONECUT1e	13
D18	SC-alpha	78_ONECUT1e	7
D18	SC-alpha	79_ONECUT1e	41
D18	SC-alpha	80_GATA6het	6
D18	SC-alpha	81_GATA6het	20
D18	SC-alpha	84_GATA4het	27
D18	SC-alpha	85_GATA4het	35
D18	SC-alpha	86_GATA4	6
D18	SC-alpha	87_GATA4	27
D18	SC-alpha	88_NKX2-2	54
D18	SC-alpha	92_NEUROD1	61
D18	SC-alpha	93_NEUROD1	87
D18	SC-alpha	94_PAX6	6
D18	SC-alpha	95_NKX2-2	54
D18	SC-alpha	96_PBX1	22
D18	SC-alpha	97_PBX1	22
D18	SC-alpha	98_RFX6	4
D18	SC-alpha	99_RFX6	3
D18	SC-beta	103_MNX1	4
D18	SC-beta	107_TET1/2/3	44
D18	SC-beta	108_MNX1	1
D18	SC-beta	110_WT	213
D18	SC-beta	111_WT	81
D18	SC-beta	112_PDX1	11
D18	SC-beta	114_PDX1het	1
D18	SC-beta	115_PDX1	8
D18	SC-beta	117_QSER1TET1	1
D18	SC-beta	118_QSER1TET1	2
D18	SC-beta	119_QSER1	9
D18	SC-beta	120_QSER1	24
D18	SC-beta	121_PROSER1	59
D18	SC-beta	122_TET1	43
D18	SC-beta	123_NANOGehet	23
D18	SC-beta	124_NANOGehet	12
D18	SC-beta	125_HHEXe	4
D18	SC-beta	127_HHEXe	5
D18	SC-beta	12_PAX6	2
D18	SC-beta	131_WT111	2099
D18	SC-beta	144_WT4	663
D18	SC-beta	152_HNF4Ahet	61
D18	SC-beta	153_HNF4A	64
D18	SC-beta	15_NKX2-2	1
D18	SC-beta	17_ARX	75
D18	SC-beta	24_GATA6het	23
D18	SC-beta	30_FOXA2	10
D18	SC-beta	31_FOXA2	3
D18	SC-beta	33_FOXA1	223
D18	SC-beta	39_GLIS3	1
D18	SC-beta	47_WT	335
D18	SC-beta	51_FOXA1	154
D18	SC-beta	56_FOXA1	40
D18	SC-beta	57_OTUD5	1
D18	SC-beta	59_TADA2B	7
D18	SC-beta	5_PDX1	3
D18	SC-beta	63_BCOR	142
D18	SC-beta	64_KDM2B	1
D18	SC-beta	65_OTUD5	80
D18	SC-beta	66_OTUD5	16
D18	SC-beta	71_GSC	20
D18	SC-beta	72_GSC	11
D18	SC-beta	75_TLE3	136
D18	SC-beta	76_TLE3	37
D18	SC-beta	77_ONECUT1e	21
D18	SC-beta	78_ONECUT1e	20
D18	SC-beta	79_ONECUT1e	52
D18	SC-beta	80_GATA6het	14
D18	SC-beta	81_GATA6het	21
D18	SC-beta	82_GATA6	1
D18	SC-beta	83_GATA6	1
D18	SC-beta	84_GATA4het	6
D18	SC-beta	85_GATA4het	12
D18	SC-beta	87_GATA4	1
D18	SC-beta	92_NEUROD1	242
D18	SC-beta	93_NEUROD1	218
D18	SC-beta	95_NKX2-2	8
D18	SC-beta	96_PBX1	16
D18	SC-beta	97_PBX1	8
D18	SC-beta	98_RFX6	3
D18	SC-beta	99_RFX6	5
D18	SC-delta	102_MNX1	36
D18	SC-delta	103_MNX1	114
D18	SC-delta	107_TET1/2/3	3
D18	SC-delta	108_MNX1	20
D18	SC-delta	110_WT	20
D18	SC-delta	111_WT	13
D18	SC-delta	112_PDX1	4
D18	SC-delta	115_PDX1	4
D18	SC-delta	117_QSER1TET1	1
D18	SC-delta	118_QSER1TET1	8
D18	SC-delta	119_QSER1	1
D18	SC-delta	121_PROSER1	5
D18	SC-delta	122_TET1	5
D18	SC-delta	123_NANOGehet	2
D18	SC-delta	124_NANOGehet	4
D18	SC-delta	125_HHEXe	1
D18	SC-delta	127_HHEXe	1
D18	SC-delta	12_PAX6	15
D18	SC-delta	12_PAX6-alt1	2
D18	SC-delta	131_WT111	228
D18	SC-delta	144_WT4	17
D18	SC-delta	152_HNF4Ahet	2
D18	SC-delta	15_NKX2-2	33
D18	SC-delta	17_ARX	22
D18	SC-delta	30_FOXA2	1
D18	SC-delta	31_FOXA2	1
D18	SC-delta	33_FOXA1	23
D18	SC-delta	47_WT	41
D18	SC-delta	51_FOXA1	15
D18	SC-delta	56_FOXA1	7
D18	SC-delta	59_TADA2B	2
D18	SC-delta	5_PDX1	1
D18	SC-delta	63_BCOR	5
D18	SC-delta	64_KDM2B	1
D18	SC-delta	65_OTUD5	3
D18	SC-delta	66_OTUD5	6
D18	SC-delta	70_NGN3-alt1	2
D18	SC-delta	75_TLE3	28
D18	SC-delta	76_TLE3	6
D18	SC-delta	77_ONECUT1e	1
D18	SC-delta	79_ONECUT1e	6
D18	SC-delta	81_GATA6het	2
D18	SC-delta	84_GATA4het	1
D18	SC-delta	88_NKX2-2	5
D18	SC-delta	92_NEUROD1	6
D18	SC-delta	93_NEUROD1	13
D18	SC-delta	94_PAX6	4
D18	SC-delta	95_NKX2-2	3
D18	SC-delta	97_PBX1	3
D18	SC-delta	98_RFX6	2
D18	Ductal	102_MNX1	106
D18	Ductal	103_MNX1	325
D18	Ductal	107_TET1/2/3	90
D18	Ductal	108_MNX1	157
D18	Ductal	109_TET1/2/3	20
D18	Ductal	110_WT	413
D18	Ductal	111_WT	121
D18	Ductal	112_PDX1	120
D18	Ductal	115_PDX1	952
D18	Ductal	117_QSER1TET1	1
D18	Ductal	118_QSER1TET1	2
D18	Ductal	119_QSER1	31
D18	Ductal	120_QSER1	80
D18	Ductal	121_PROSER1	649
D18	Ductal	122_TET1	52
D18	Ductal	123_NANOGehet	100
D18	Ductal	124_NANOGehet	47
D18	Ductal	125_HHEXe	32
D18	Ductal	127_HHEXe	25
D18	Ductal	12_PAX6	27
D18	Ductal	12_PAX6-alt1	15
D18	Ductal	131_WT111	1866
D18	Ductal	144_WT4	1049
D18	Ductal	152_HNF4Ahet	125
D18	Ductal	153_HNF4A	125
D18	Ductal	15_NKX2-2	197
D18	Ductal	17_ARX	117
D18	Ductal	24_GATA6het	19
D18	Ductal	27_GATA4	9
D18	Ductal	30_FOXA2	33
D18	Ductal	31_FOXA2	23
D18	Ductal	33_FOXA1	104
D18	Ductal	37_RFX6	44
D18	Ductal	38_GLIS3	1
D18	Ductal	39_GLIS3	13
D18	Ductal	43_HHEX	1
D18	Ductal	44_HHEX	1
D18	Ductal	45_HHEX	2
D18	Ductal	47_WT	680
D18	Ductal	51_FOXA1	115
D18	Ductal	56_FOXA1	19
D18	Ductal	59_TADA2B	40
D18	Ductal	5_PDX1	85
D18	Ductal	63_BCOR	239
D18	Ductal	64_KDM2B	2
D18	Ductal	65_OTUD5	169
D18	Ductal	66_OTUD5	18
D18	Ductal	68_FOXA2	2
D18	Ductal	69_NGN3	106
D18	Ductal	70_NGN3	72
D18	Ductal	70_NGN3-alt1	179
D18	Ductal	71_GSC	33
D18	Ductal	72_GSC	15
D18	Ductal	73_BMPR1A	49
D18	Ductal	74_BMPR1A	153
D18	Ductal	75_TLE3	300
D18	Ductal	76_TLE3	43
D18	Ductal	77_ONECUT1e	22
D18	Ductal	78_ONECUT1e	11
D18	Ductal	79_ONECUT1e	89
D18	Ductal	80_GATA6het	43
D18	Ductal	81_GATA6het	71
D18	Ductal	82_GATA6	41
D18	Ductal	83_GATA6	15
D18	Ductal	84_GATA4het	114
D18	Ductal	85_GATA4het	183
D18	Ductal	86_GATA4	82
D18	Ductal	87_GATA4	97
D18	Ductal	88_NKX2-2	150
D18	Ductal	92_NEUROD1	132
D18	Ductal	93_NEUROD1	197
D18	Ductal	94_PAX6	107
D18	Ductal	95_NKX2-2	110
D18	Ductal	96_PBX1	13
D18	Ductal	97_PBX1	13
D18	Ductal	98_RFX6	165
D18	Ductal	99_RFX6	160
D18	Mesenchymal_Stromal	108_MNX1	1
D18	Mesenchymal_Stromal	131_WT111	25
D18	Mesenchymal_Stromal	144_WT4	50
D18	Stromal	102_MNX1	17
D18	Stromal	103_MNX1	74
D18	Stromal	107_TET1/2/3	1
D18	Stromal	108_MNX1	144
D18	Stromal	110_WT	42
D18	Stromal	111_WT	1
D18	Stromal	112_PDX1	5
D18	Stromal	115_PDX1	1
D18	Stromal	117_QSER1TET1	3
D18	Stromal	118_QSER1TET1	14
D18	Stromal	120_QSER1	16
D18	Stromal	121_PROSER1	5
D18	Stromal	122_TET1	15
D18	Stromal	123_NANOGehet	2
D18	Stromal	125_HHEXe	10
D18	Stromal	127_HHEXe	15
D18	Stromal	12_PAX6	2
D18	Stromal	12_PAX6-alt1	7
D18	Stromal	131_WT111	20
D18	Stromal	144_WT4	42
D18	Stromal	152_HNF4Ahet	12
D18	Stromal	153_HNF4A	26
D18	Stromal	15_NKX2-2	39
D18	Stromal	17_ARX	61
D18	Stromal	30_FOXA2	25
D18	Stromal	31_FOXA2	29
D18	Stromal	33_FOXA1	73
D18	Stromal	37_RFX6	2
D18	Stromal	39_GLIS3	2
D18	Stromal	43_HHEX	2
D18	Stromal	44_HHEX	1
D18	Stromal	45_HHEX	10
D18	Stromal	46_HHEXhet	2
D18	Stromal	47_WT	41
D18	Stromal	51_FOXA1	60
D18	Stromal	56_FOXA1	8
D18	Stromal	63_BCOR	13
D18	Stromal	65_OTUD5	20
D18	Stromal	67_FOXA2	5
D18	Stromal	68_FOXA2	3
D18	Stromal	69_NGN3	11
D18	Stromal	70_NGN3	14
D18	Stromal	70_NGN3-alt1	8
D18	Stromal	71_GSC	87
D18	Stromal	72_GSC	33
D18	Stromal	75_TLE3	35
D18	Stromal	76_TLE3	9
D18	Stromal	77_ONECUT1e	1
D18	Stromal	79_ONECUT1e	9
D18	Stromal	80_GATA6het	10
D18	Stromal	81_GATA6het	11
D18	Stromal	82_GATA6	13
D18	Stromal	83_GATA6	6
D18	Stromal	84_GATA4het	18
D18	Stromal	85_GATA4het	27
D18	Stromal	86_GATA4	7
D18	Stromal	87_GATA4	13
D18	Stromal	88_NKX2-2	14
D18	Stromal	92_NEUROD1	26
D18	Stromal	93_NEUROD1	20
D18	Stromal	94_PAX6	31
D18	Stromal	95_NKX2-2	13
D18	Stromal	96_PBX1	18
D18	Stromal	97_PBX1	10
D18	Stromal	98_RFX6	4
D18	Stromal	99_RFX6	14
D18	Endothelial	131_WT111	3
D18	Endothelial	144_WT4	4
D18	Liver	102_MNX1	4
D18	Liver	103_MNX1	6
D18	Liver	108_MNX1	3
D18	Liver	110_WT	14
D18	Liver	111_WT	3
D18	Liver	112_PDX1	4
D18	Liver	115_PDX1	12
D18	Liver	117_QSER1TET1	6
D18	Liver	118_QSER1TET1	10
D18	Liver	119_QSER1	11
D18	Liver	120_QSER1	1
D18	Liver	121_PROSER1	12
D18	Liver	122_TET1	5
D18	Liver	125_HHEXe	5
D18	Liver	127_HHEXe	1
D18	Liver	12_PAX6	2
D18	Liver	12_PAX6-alt1	1
D18	Liver	131_WT111	158
D18	Liver	144_WT4	168
D18	Liver	152_HNF4Ahet	2
D18	Liver	153_HNF4A	2
D18	Liver	15_NKX2-2	2
D18	Liver	17_ARX	15
D18	Liver	30_FOXA2	50
D18	Liver	31_FOXA2	26
D18	Liver	33_FOXA1	3
D18	Liver	37_RFX6	6
D18	Liver	43_HHEX	1
D18	Liver	45_HHEX	2
D18	Liver	46_HHEXhet	1
D18	Liver	47_WT	18
D18	Liver	51_FOXA1	5
D18	Liver	56_FOXA1	3
D18	Liver	59_TADA2B	3
D18	Liver	5_PDX1	1
D18	Liver	63_BCOR	8
D18	Liver	64_KDM2B	1
D18	Liver	65_OTUD5	1
D18	Liver	66_OTUD5	7
D18	Liver	67_FOXA2	10
D18	Liver	68_FOXA2	13
D18	Liver	69_NGN3	1
D18	Liver	70_NGN3	4
D18	Liver	70_NGN3-alt1	5
D18	Liver	71_GSC	3
D18	Liver	72_GSC	1
D18	Liver	75_TLE3	10
D18	Liver	79_ONECUT1e	1
D18	Liver	80_GATA6het	2
D18	Liver	81_GATA6het	2
D18	Liver	83_GATA6	1
D18	Liver	84_GATA4het	2
D18	Liver	85_GATA4het	1
D18	Liver	86_GATA4	2
D18	Liver	93_NEUROD1	7
D18	Liver	94_PAX6	4
D18	Liver	96_PBX1	1
D18	Liver	97_PBX1	1
D18	Liver	98_RFX6	10
D18	Liver	99_RFX6	6
